id_registro,id_usuario,id_contexto,fecha_hora,valencia,activacion,comentario,comentario_limpio,valencia_limpia,error_conversion_valencia,valencia_valida,error_rango_valencia,activacion_limpia,error_conversion_activacion,activacion_valida,error_rango_activacion,fecha_hora_limpia,error_fecha,id_usuario_limpio,error_usuario,usuario_valido,id_contexto_limpio,error_contexto,contexto_valido,duplicado_id_registro,error_duplicado,duplicado_fila_completa,cantidad_errores,registro_valido
2878,25,4,2026-05-11 17:35,0.31,0.58,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.31,,True,,0.58,,True,,2026-05-11 17:35:00,,25,,True,4,,True,False,,False,0,True
2345,1,5,2026-05-07 09:55,0.16,0.35,Revisó materiales del curso,Revisó materiales del curso,0.16,,True,,0.35,,True,,2026-05-07 09:55:00,,1,,True,5,,True,False,,False,0,True
5739,2,6,2026-05-12 16:53,-0.98,-0.80,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.98,,True,,-0.8,,True,,2026-05-12 16:53:00,,2,,True,6,,True,False,,False,0,True
99,3,7,2026-05-15 09:25,0.21,-0.07,Registró una respuesta breve,Registró una respuesta breve,0.21,,True,,-0.07,,True,,2026-05-15 09:25:00,,3,,True,7,,True,False,,False,0,True
5639,4,8,2026-04-27 14:11,0.96,0.90,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.96,,True,,0.9,,True,,2026-04-27 14:11:00,,4,,True,8,,True,False,,False,0,True
4741,5,9,2026-05-01 14:58,0.44,-0.27,Comprendió el problema planteado,Comprendió el problema planteado,0.44,,True,,-0.27,,True,,2026-05-01 14:58:00,,5,,True,9,,True,False,,False,0,True
3949,6,10,2026-04-22 10:26,-0.29,0.61,Revisó materiales del curso,Revisó materiales del curso,-0.29,,True,,0.61,,True,,2026-04-22 10:26:00,,6,,True,10,,True,False,,False,0,True
5385,7,11,2026-05-16 10:33,-0.55,0.88,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.55,,True,,0.88,,True,,2026-05-16 10:33:00,,7,,True,11,,True,False,,False,0,True
3387,8,12,2026-05-29 13:07,-0.44,0.51,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.44,,True,,0.51,,True,,2026-05-29 13:07:00,,8,,True,12,,True,False,,False,0,True
5994,9,1,2026-05-30 11:17,0.23,-0.12,Revisó materiales del curso,Revisó materiales del curso,0.23,,True,,-0.12,,True,,2026-05-30 11:17:00,,9,,True,1,,True,False,,False,0,True
530,10,2,2026-05-09 10:49,-0.46,0.79,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.46,,True,,0.79,,True,,2026-05-09 10:49:00,,10,,True,2,,True,False,,False,0,True
178,11,3,2026-04-04 10:46,0.02,0.26,Revisó materiales del curso,Revisó materiales del curso,0.02,,True,,0.26,,True,,2026-04-04 10:46:00,,11,,True,3,,True,False,,False,0,True
607,12,4,2026-05-25 17:45,-0.32,0.57,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.32,,True,,0.57,,True,,2026-05-25 17:45:00,,12,,True,4,,True,False,,False,0,True
2334,13,5,2026-04-11 15:28,0.14,0.06,Registró una respuesta breve,Registró una respuesta breve,0.14,,True,,0.06,,True,,2026-04-11 15:28:00,,13,,True,5,,True,False,,False,0,True
1172,14,6,2026-05-23 17:51,-0.98,0.98,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.98,,True,,0.98,,True,,2026-05-23 17:51:00,,14,,True,6,,True,False,,False,0,True
2364,15,7,2026-05-06 08:31,0.18,0.28,Revisó materiales del curso,Revisó materiales del curso,0.18,,True,,0.28,,True,,2026-05-06 08:31:00,,15,,True,7,,True,False,,False,0,True
5022,16,8,2026-05-06 09:15,0.34,0.09,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.34,,True,,0.09,,True,,2026-05-06 09:15:00,,16,,True,8,,True,False,,False,0,True
848,17,9,2026-04-11 10:19,-0.22,-0.20,Completó una etapa intermedia,Completó una etapa intermedia,-0.22,,True,,-0.2,,True,,2026-04-11 10:19:00,,17,,True,9,,True,False,,False,0,True
2597,18,10,2026-05-03 16:53,0.37,0.75,Recibió una devolución positiva,Recibió una devolución positiva,0.37,,True,,0.75,,True,,2026-05-03 16:53:00,,18,,True,10,,True,False,,False,0,True
4232,19,11,2026-05-14 14:01,0.60,0.10,,Sin comentario,0.6,,True,,0.1,,True,,2026-05-14 14:01:00,,19,,True,11,,True,False,,False,0,True
5134,20,12,2026-04-13 17:35,0.39,0.52,Encontró una solución funcional,Encontró una solución funcional,0.39,,True,,0.52,,True,,2026-04-13 17:35:00,,20,,True,12,,True,False,,False,0,True
3507,21,1,2026-04-19 16:58,0.04,0.07,Revisó materiales del curso,Revisó materiales del curso,0.04,,True,,0.07,,True,,2026-04-19 16:58:00,,21,,True,1,,True,False,,False,0,True
3926,22,2,2026-04-23 12:04,0.06,0.20,Registró una respuesta breve,Registró una respuesta breve,0.06,,True,,0.2,,True,,2026-04-23 12:04:00,,22,,True,2,,True,False,,False,0,True
4074,23,3,2026-05-23 15:21,0.23,0.68,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.23,,True,,0.68,,True,,2026-05-23 15:21:00,,23,,True,3,,True,False,,False,0,True
5572,24,4,2026-04-11 10:37,-0.15,0.99,Registró una respuesta breve,Registró una respuesta breve,-0.15,,True,,0.99,,True,,2026-04-11 10:37:00,,24,,True,4,,True,False,,False,0,True
5529,25,5,2026-05-17 11:48,0.25,0.36,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.25,,True,,0.36,,True,,2026-05-17 11:48:00,,25,,True,5,,True,False,,False,0,True
2133,1,6,2026-04-28 10:59,-0.64,0.86,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.64,,True,,0.86,,True,,2026-04-28 10:59:00,,1,,True,6,,True,False,,False,0,True
625,2,7,2026-04-14 14:21,0.24,0.17,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.24,,True,,0.17,,True,,2026-04-14 14:21:00,,2,,True,7,,True,False,,False,0,True
1938,3,8,2026-05-08 08:42,-0.18,0.10,Registró una respuesta breve,Registró una respuesta breve,-0.18,,True,,0.1,,True,,2026-05-08 08:42:00,,3,,True,8,,True,False,,False,0,True
4874,4,9,2026-05-16 13:10,0.27,0.52,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.27,,True,,0.52,,True,,2026-05-16 13:10:00,,4,,True,9,,True,False,,False,0,True
4111,5,10,2026-05-07 09:02,0.32,-0.38,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.32,,True,,-0.38,,True,,2026-05-07 09:02:00,,5,,True,10,,True,False,,False,0,True
3640,6,11,2026-05-13 10:06,0.11,0.11,Registró una respuesta breve,Registró una respuesta breve,0.11,,True,,0.11,,True,,2026-05-13 10:06:00,,6,,True,11,,True,False,,False,0,True
2706,7,12,2026-04-26 11:50,0.63,0.82,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.63,,True,,0.82,,True,,2026-04-26 11:50:00,,7,,True,12,,True,False,,False,0,True
4877,8,1,2026-05-20 12:25,-0.06,0.53,Revisó materiales del curso,Revisó materiales del curso,-0.06,,True,,0.53,,True,,2026-05-20 12:25:00,,8,,True,1,,True,False,,False,0,True
4504,9,2,2026-04-23 11:19,-0.55,0.49,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.55,,True,,0.49,,True,,2026-04-23 11:19:00,,9,,True,2,,True,False,,False,0,True
2665,10,3,2026-05-05 17:02,-0.41,0.53,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.41,,True,,0.53,,True,,2026-05-05 17:02:00,,10,,True,3,,True,False,,False,0,True
403,11,4,2026-04-13 12:13,-0.06,0.57,Revisó materiales del curso,Revisó materiales del curso,-0.06,,True,,0.57,,True,,2026-04-13 12:13:00,,11,,True,4,,True,False,,False,0,True
278,12,5,2026-05-09 16:35,-0.49,0.53,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.49,,True,,0.53,,True,,2026-05-09 16:35:00,,12,,True,5,,True,False,,False,0,True
3289,13,6,2026-04-27 15:28,0.26,0.22,Completó una etapa intermedia,Completó una etapa intermedia,0.26,,True,,0.22,,True,,2026-04-27 15:28:00,,13,,True,6,,True,False,,False,0,True
2672,14,7,2026-04-24 08:01,0.01,-0.02,Registró una respuesta breve,Registró una respuesta breve,0.01,,True,,-0.02,,True,,2026-04-24 08:01:00,,14,,True,7,,True,False,,False,0,True
561,15,8,2026-05-29 08:05,0.09,0.11,Revisó materiales del curso,Revisó materiales del curso,0.09,,True,,0.11,,True,,2026-05-29 08:05:00,,15,,True,8,,True,False,,False,0,True
5325,16,9,2026-04-10 15:53,-0.18,0.53,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.18,,True,,0.53,,True,,2026-04-10 15:53:00,,16,,True,9,,True,False,,False,0,True
578,17,10,2026-05-14 10:24,-0.40,0.33,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.4,,True,,0.33,,True,,2026-05-14 10:24:00,,17,,True,10,,True,False,,False,0,True
657,18,11,2026-05-24 09:41,-0.12,0.21,Revisó materiales del curso,Revisó materiales del curso,-0.12,,True,,0.21,,True,,2026-05-24 09:41:00,,18,,True,11,,True,False,,False,0,True
4130,19,12,2026-05-25 11:01,0.05,-0.05,Registró una respuesta breve,Registró una respuesta breve,0.05,,True,,-0.05,,True,,2026-05-25 11:01:00,,19,,True,12,,True,False,,False,0,True
2882,20,1,2026-05-03 16:20,0.06,0.04,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.06,,True,,0.04,,True,,2026-05-03 16:20:00,,20,,True,1,,True,False,,False,0,True
3729,21,2,2026-04-04 09:22,0.04,0.27,Registró una respuesta breve,Registró una respuesta breve,0.04,,True,,0.27,,True,,2026-04-04 09:22:00,,21,,True,2,,True,False,,False,0,True
169,22,3,2026-04-23 10:26,0.04,-0.17,Completó una etapa intermedia,Completó una etapa intermedia,0.04,,True,,-0.17,,True,,2026-04-23 10:26:00,,22,,True,3,,True,False,,False,0,True
4253,23,4,2026-05-16 14:03,0.03,0.04,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.03,,True,,0.04,,True,,2026-05-16 14:03:00,,23,,True,4,,True,False,,False,0,True
59,24,5,2026-05-19 09:59,0.04,-0.39,Registró una respuesta breve,Registró una respuesta breve,0.04,,True,,-0.39,,True,,2026-05-19 09:59:00,,24,,True,5,,True,False,,False,0,True
2994,25,6,2026-05-25 12:17,0.16,0.51,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.16,,True,,0.51,,True,,2026-05-25 12:17:00,,25,,True,6,,True,False,,False,0,True
1484,1,7,2026-04-23 15:29,0.12,-0.21,Revisó materiales del curso,Revisó materiales del curso,0.12,,True,,-0.21,,True,,2026-04-23 15:29:00,,1,,True,7,,True,False,,False,0,True
3988,2,8,2026-04-13 12:28,0.92,-0.21,Comprendió el problema planteado,Comprendió el problema planteado,0.92,,True,,-0.21,,True,,2026-04-13 12:28:00,,2,,True,8,,True,False,,False,0,True
5889,3,9,2026-04-08 10:27,0.23,,Revisó materiales del curso,Revisó materiales del curso,0.23,,True,,,activacion vacío,False,activacion no disponible para validar,2026-04-08 10:27:00,,3,,True,9,,True,False,,False,2,False
4791,4,10,2026-05-15 16:38,-0.21,0.35,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.21,,True,,0.35,,True,,2026-05-15 16:38:00,,4,,True,10,,True,False,,False,0,True
3252,5,11,2026-05-28 09:40,-0.38,0.98,Mostró frustración ante errores repetidos,Mostró frustración ante errores repetidos,-0.38,,True,,0.98,,True,,2026-05-28 09:40:00,,5,,True,11,,True,False,,False,0,True
4458,6,12,2026-05-17 13:36,-0.07,0.30,Revisó materiales del curso,Revisó materiales del curso,-0.07,,True,,0.3,,True,,2026-05-17 13:36:00,,6,,True,12,,True,False,,False,0,True
4623,7,1,2026-05-15 09:38,-0.05,0.44,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.05,,True,,0.44,,True,,2026-05-15 09:38:00,,7,,True,1,,True,False,,False,0,True
2803,8,2,2026-04-10 09:16,-0.21,0.25,Registró una respuesta breve,Registró una respuesta breve,-0.21,,True,,0.25,,True,,2026-04-10 09:16:00,,8,,True,2,,True,False,,False,0,True
4215,9,3,2026-04-24 12:40,-0.61,0.46,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.61,,True,,0.46,,True,,2026-04-24 12:40:00,,9,,True,3,,True,False,,False,0,True
2508,10,4,2026-05-29 17:13,-0.31,0.04,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.31,,True,,0.04,,True,,2026-05-29 17:13:00,,10,,True,4,,True,False,,False,0,True
6013,11,5,31/04/2026 10:15,0.19,-0.35,Registró una respuesta breve,Registró una respuesta breve,0.19,,True,,-0.35,,True,,,fecha_hora inválida: 31/04/2026 10:15,11,,True,5,,True,False,,False,1,False
1332,12,6,2026-05-07 11:38,0.06,0.26,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.06,,True,,0.26,,True,,2026-05-07 11:38:00,,12,,True,6,,True,False,,False,0,True
185,13,7,2026-04-25 09:24,-0.34,0.39,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.34,,True,,0.39,,True,,2026-04-25 09:24:00,,13,,True,7,,True,False,,False,0,True
5859,14,8,2026-04-17 16:27,,0.60,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,,valencia vacío,False,valencia no disponible para validar,0.6,,True,,2026-04-17 16:27:00,,14,,True,8,,True,False,,False,2,False
4418,15,9,2026-05-01 08:24,0.22,0.04,Completó una etapa intermedia,Completó una etapa intermedia,0.22,,True,,0.04,,True,,2026-05-01 08:24:00,,15,,True,9,,True,False,,False,0,True
3647,16,10,2026-05-26 11:52,-0.24,0.92,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,-0.24,,True,,0.92,,True,,2026-05-26 11:52:00,,16,,True,10,,True,False,,False,0,True
4039,17,11,2026-04-25 12:26,0.17,0.63,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.17,,True,,0.63,,True,,2026-04-25 12:26:00,,17,,True,11,,True,False,,False,0,True
4107,18,12,2026-04-15 10:56,0.64,0.31,Recibió una devolución positiva,Recibió una devolución positiva,0.64,,True,,0.31,,True,,2026-04-15 10:56:00,,18,,True,12,,True,False,,False,0,True
2279,19,1,2026-05-05 17:37,0.20,-0.35,Registró una respuesta breve,Registró una respuesta breve,0.2,,True,,-0.35,,True,,2026-05-05 17:37:00,,19,,True,1,,True,False,,False,0,True
1887,20,2,2026-05-20 17:56,-0.08,0.16,Completó una etapa intermedia,Completó una etapa intermedia,-0.08,,True,,0.16,,True,,2026-05-20 17:56:00,,20,,True,2,,True,False,,False,0,True
5238,21,3,2026-04-19 16:21,-0.92,0.91,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.92,,True,,0.91,,True,,2026-04-19 16:21:00,,21,,True,3,,True,False,,False,0,True
562,22,4,2026-04-29 08:46,0.18,0.36,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.18,,True,,0.36,,True,,2026-04-29 08:46:00,,22,,True,4,,True,False,,False,0,True
5569,23,5,2026-05-07 11:14,0.88,0.99,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.88,,True,,0.99,,True,,2026-05-07 11:14:00,,23,,True,5,,True,False,,False,0,True
2417,24,6,2026-05-30 17:12,0.04,0.45,Completó una etapa intermedia,Completó una etapa intermedia,0.04,,True,,0.45,,True,,2026-05-30 17:12:00,,24,,True,6,,True,False,,False,0,True
211,25,7,2026-04-10 08:18,0.30,-0.01,Registró una respuesta breve,Registró una respuesta breve,0.3,,True,,-0.01,,True,,2026-04-10 08:18:00,,25,,True,7,,True,False,,False,0,True
5419,1,8,2026-04-14 14:34,-0.46,0.59,Tuvo dificultades para avanzar,Tuvo dificultades para avanzar,-0.46,,True,,0.59,,True,,2026-04-14 14:34:00,,1,,True,8,,True,False,,False,0,True
2389,2,9,2026-05-10 12:51,0.16,0.52,Revisó materiales del curso,Revisó materiales del curso,0.16,,True,,0.52,,True,,2026-05-10 12:51:00,,2,,True,9,,True,False,,False,0,True
3665,3,10,2026-04-10 17:06,-0.61,0.54,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.61,,True,,0.54,,True,,2026-04-10 17:06:00,,3,,True,10,,True,False,,False,0,True
1950,4,11,2026-04-27 09:05,0.53,0.29,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.53,,True,,0.29,,True,,2026-04-27 09:05:00,,4,,True,11,,True,False,,False,0,True
2371,5,12,2026-05-16 12:47,0.17,0.12,Registró una respuesta breve,Registró una respuesta breve,0.17,,True,,0.12,,True,,2026-05-16 12:47:00,,5,,True,12,,True,False,,False,0,True
2863,6,1,2026-05-03 09:50,-0.55,0.60,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.55,,True,,0.6,,True,,2026-05-03 09:50:00,,6,,True,1,,True,False,,False,0,True
3296,7,2,2026-04-02 11:21,-0.05,-0.16,Completó una etapa intermedia,Completó una etapa intermedia,-0.05,,True,,-0.16,,True,,2026-04-02 11:21:00,,7,,True,2,,True,False,,False,0,True
2168,8,3,2026-05-30 09:44,0.15,0.40,Completó una etapa intermedia,Completó una etapa intermedia,0.15,,True,,0.4,,True,,2026-05-30 09:44:00,,8,,True,3,,True,False,,False,0,True
4718,9,4,2026-05-04 08:58,-0.28,0.49,Registró una respuesta breve,Registró una respuesta breve,-0.28,,True,,0.49,,True,,2026-05-04 08:58:00,,9,,True,4,,True,False,,False,0,True
1236,10,5,2026-04-11 14:41,0.28,0.44,Completó una etapa intermedia,Completó una etapa intermedia,0.28,,True,,0.44,,True,,2026-04-11 14:41:00,,10,,True,5,,True,False,,False,0,True
1716,11,6,2026-05-10 08:31,-0.05,-0.13,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.05,,True,,-0.13,,True,,2026-05-10 08:31:00,,11,,True,6,,True,False,,False,0,True
4923,12,7,2026-04-27 12:52,0.27,0.96,Revisó materiales del curso,Revisó materiales del curso,0.27,,True,,0.96,,True,,2026-04-27 12:52:00,,12,,True,7,,True,False,,False,0,True
5111,13,8,2026-04-27 14:01,0.26,0.48,Revisó materiales del curso,Revisó materiales del curso,0.26,,True,,0.48,,True,,2026-04-27 14:01:00,,13,,True,8,,True,False,,False,0,True
3493,14,9,2026-04-19 15:43,0.06,-0.07,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.06,,True,,-0.07,,True,,2026-04-19 15:43:00,,14,,True,9,,True,False,,False,0,True
3628,15,10,2026-05-12 08:14,0.22,0.55,Realizó la actividad sin comentarios especiales,Realizó la actividad sin comentarios especiales,0.22,,True,,0.55,,True,,2026-05-12 08:14:00,,15,,True,10,,True,False,,False,0,True
2258,16,11,2026-04-25 12:56,0.30,-0.15,Registró una respuesta breve,Registró una respuesta breve,0.3,,True,,-0.15,,True,,2026-04-25 12:56:00,,16,,True,11,,True,False,,False,0,True
2713,17,12,2026-05-04 12:04,0.09,0.79,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.09,,True,,0.79,,True,,2026-05-04 12:04:00,,17,,True,12,,True,False,,False,0,True
1629,18,1,2026-04-06 13:01,0.49,0.53,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.49,,True,,0.53,,True,,2026-04-06 13:01:00,,18,,True,1,,True,False,,False,0,True
5648,19,2,2026-05-13 10:57,-0.99,0.01,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.99,,True,,0.01,,True,,2026-05-13 10:57:00,,19,,True,2,,True,False,,False,0,True
980,20,3,2026-04-17 12:02,0.14,-0.29,Registró una respuesta breve,Registró una respuesta breve,0.14,,True,,-0.29,,True,,2026-04-17 12:02:00,,20,,True,3,,True,False,,False,0,True
5561,21,4,2026-04-13 15:02,0.50,0.99,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.5,,True,,0.99,,True,,2026-04-13 15:02:00,,21,,True,4,,True,False,,False,0,True
640,22,5,2026-05-25 14:25,0.49,0.03,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.49,,True,,0.03,,True,,2026-05-25 14:25:00,,22,,True,5,,True,False,,False,0,True
1752,23,6,2026-04-08 09:16,-0.00,0.37,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,-0.0,,True,,0.37,,True,,2026-04-08 09:16:00,,23,,True,6,,True,False,,False,0,True
5186,24,7,2026-05-03 11:32,-0.24,0.53,Registró una respuesta breve,Registró una respuesta breve,-0.24,,True,,0.53,,True,,2026-05-03 11:32:00,,24,,True,7,,True,False,,False,0,True
3149,25,8,2026-04-06 13:19,-0.46,0.98,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.46,,True,,0.98,,True,,2026-04-06 13:19:00,,25,,True,8,,True,False,,False,0,True
3150,1,9,2026-05-06 08:27,0.34,0.01,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.34,,True,,0.01,,True,,2026-05-06 08:27:00,,1,,True,9,,True,False,,False,0,True
630,2,10,2026-05-20 08:26,-0.05,0.32,Revisó materiales del curso,Revisó materiales del curso,-0.05,,True,,0.32,,True,,2026-05-20 08:26:00,,2,,True,10,,True,False,,False,0,True
5787,3,11,2026-05-16 09:07,0.89,0.89,Terminó la actividad con seguridad,Terminó la actividad con seguridad,0.89,,True,,0.89,,True,,2026-05-16 09:07:00,,3,,True,11,,True,False,,False,0,True
4353,4,12,2026-04-30 16:54,-0.17,-0.77,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,-0.17,,True,,-0.77,,True,,2026-04-30 16:54:00,,4,,True,12,,True,False,,False,0,True
191,5,1,2026-04-11 09:05,0.51,0.47,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.51,,True,,0.47,,True,,2026-04-11 09:05:00,,5,,True,1,,True,False,,False,0,True
1112,6,2,2026-05-04 11:04,0.44,0.22,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.44,,True,,0.22,,True,,2026-05-04 11:04:00,,6,,True,2,,True,False,,False,0,True
5919,7,3,2026-05-08 09:28,0.87,alto,Recibió una devolución positiva,Recibió una devolución positiva,0.87,,True,,,activacion no numérico: alto,False,activacion no disponible para validar,2026-05-08 09:28:00,,7,,True,3,,True,False,,False,2,False
3325,8,4,2026-05-13 10:28,0.65,-0.08,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.65,,True,,-0.08,,True,,2026-05-13 10:28:00,,8,,True,4,,True,False,,False,0,True
2164,9,5,2026-05-23 16:00,-0.77,0.98,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.77,,True,,0.98,,True,,2026-05-23 16:00:00,,9,,True,5,,True,False,,False,0,True
795,10,6,2026-05-25 08:50,-0.38,0.43,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.38,,True,,0.43,,True,,2026-05-25 08:50:00,,10,,True,6,,True,False,,False,0,True
233,11,7,2026-04-20 09:38,0.45,0.16,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.45,,True,,0.16,,True,,2026-04-20 09:38:00,,11,,True,7,,True,False,,False,0,True
5415,12,8,2026-04-24 11:28,-0.61,0.86,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.61,,True,,0.86,,True,,2026-04-24 11:28:00,,12,,True,8,,True,False,,False,0,True
2894,13,9,2026-04-19 12:27,0.34,0.44,Encontró una solución funcional,Encontró una solución funcional,0.34,,True,,0.44,,True,,2026-04-19 12:27:00,,13,,True,9,,True,False,,False,0,True
4579,14,10,2026-04-27 13:51,0.33,0.80,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.33,,True,,0.8,,True,,2026-04-27 13:51:00,,14,,True,10,,True,False,,False,0,True
2880,15,11,2026-05-01 11:54,0.58,0.74,Encontró una solución funcional,Encontró una solución funcional,0.58,,True,,0.74,,True,,2026-05-01 11:54:00,,15,,True,11,,True,False,,False,0,True
1308,16,12,2026-04-21 17:22,-0.33,0.10,Tuvo dudas persistentes sobre la consigna,Tuvo dudas persistentes sobre la consigna,-0.33,,True,,0.1,,True,,2026-04-21 17:22:00,,16,,True,12,,True,False,,False,0,True
5371,17,1,2026-04-05 14:44,0.44,-0.11,Se mostró motivado durante la tarea,Se mostró motivado durante la tarea,0.44,,True,,-0.11,,True,,2026-04-05 14:44:00,,17,,True,1,,True,False,,False,0,True
44,18,2,2026-05-13 17:00,0.25,-0.16,Registró una respuesta breve,Registró una respuesta breve,0.25,,True,,-0.16,,True,,2026-05-13 17:00:00,,18,,True,2,,True,False,,False,0,True
1501,19,3,2026-05-08 13:08,0.23,0.23,Revisó materiales del curso,Revisó materiales del curso,0.23,,True,,0.23,,True,,2026-05-08 13:08:00,,19,,True,3,,True,False,,False,0,True
5375,20,4,2026-05-09 16:19,-0.20,-0.08,Registró una respuesta breve,Registró una respuesta breve,-0.2,,True,,-0.08,,True,,2026-05-09 16:19:00,,20,,True,4,,True,False,,False,0,True
4060,21,5,2026-05-15 10:48,0.28,0.20,Registró una respuesta breve,Registró una respuesta breve,0.28,,True,,0.2,,True,,2026-05-15 10:48:00,,21,,True,5,,True,False,,False,0,True
1096,22,6,2026-05-09 08:01,-0.48,0.42,No logró completar la actividad a tiempo,No logró completar la actividad a tiempo,-0.48,,True,,0.42,,True,,2026-05-09 08:01:00,,22,,True,6,,True,False,,False,0,True
2854,23,7,2026-05-04 14:18,0.44,0.56,Recibió una devolución positiva,Recibió una devolución positiva,0.44,,True,,0.56,,True,,2026-05-04 14:18:00,,23,,True,7,,True,False,,False,0,True
4607,24,8,2026-05-17 16:28,-0.36,0.53,Se bloqueó durante la ejecución del código,Se bloqueó durante la ejecución del código,-0.36,,True,,0.53,,True,,2026-05-17 16:28:00,,24,,True,8,,True,False,,False,0,True
5279,25,9,2026-04-21 09:22,0.35,-0.04,Comprendió el problema planteado,Comprendió el problema planteado,0.35,,True,,-0.04,,True,,2026-04-21 09:22:00,,25,,True,9,,True,False,,False,0,True
6021,1,10,fecha_mal,0.32,0.59,Comprendió el problema planteado,Comprendió el problema planteado,0.32,,True,,0.59,,True,,,fecha_hora inválida: fecha_mal,1,,True,10,,True,False,,False,1,False
3072,2,11,2026-05-20 10:43,0.41,0.01,Avanzó sin mayores dificultades,Avanzó sin mayores dificultades,0.41,,True,,0.01,,True,,2026-05-20 10:43:00,,2,,True,11,,True,False,,False,0,True
3019,3,12,2026-05-13 08:55,0.12,-0.18,Analizó ejemplos antes de resolver,Analizó ejemplos antes de resolver,0.12,,True,,-0.18,,True,,2026-05-13 08:55:00,,3,,True,12,,True,False,,False,0,True
4911,4,1,2026-05-10 17:42,-0.45,0.32,Se sintió presionado por el tiempo,Se sintió presionado por el tiempo,-0.45,,True,,0.32,,True,,2026-05-10 17:42:00,,4,,True,1,,True,False,,False,0,True
420,5,2,2026-04-07 10:19,0.06,0.35,Continuó trabajando con apoyo parcial,Continuó trabajando con apoyo parcial,0.06,,True,,0.35,,True,,2026-04-07 10:19:00,,5,,True,2,,True,False,,False,0,True
1987,6,3,2026-04-27 13:31,0.13,0.98,Completó una etapa intermedia,Completó una etapa intermedia,0.13,,True,,0.98,,True,,2026-04-27 13:31:00,,6,,True,3,,True,False,,False,0,True
